result
green-stormwater-infrastructure-planning-districts
greenworks-dashboard
gsi-private-regulations-projects
gsi-public-projects-points
guide-to-reading-a-street-legal-card
gun-violence-app
health-centers
healthy-chinese-takeout
healthy-corner-store-locations
healthystart-crcs
heat-vulnerability-by-census-tract
heliports
high-injury-network
high-injury-network-2017-map
high-school-graduates-2004-2011
highway-districts
highway-sections
highway-subsections
historic-sites-and-districts-map
historic-sites-database
historic-streams
historic-streets
hiv-testing-sites
home-health-agencies
homes-saved
homicides-in-philadelphia-county
hospices
housing-counseling-agencies
housing-production
https-www-opendataphilly-org-dataset-employee-salaries-overtime
hydrology
impervious-surfaces
indego-bike-share-trips
indego-bikeshare-usage
indego-station-map
inquirer-data-hub-imminently-dangerous-and-unsafe-buildings
inquirer-philadelphia-city-payroll
intersection-controls
inventory-of-african-american-historic-sites
inventory-of-historic-religious-properties
land-care
land-use
language-usage-dashboard
large-commercial-building-energy-benchmarking
large-commercial-building-energy-benchmarking-data
leaf-collection-areas
leaf-dropoff-sites
li-building-and-zoning-permits-visualization
li-business-licenses-visualization
license-and-inspections-appeals
licenses-and-inspections-building-certifications
licenses-and-inspections-building-permits
licenses-and-inspections-business-licenses
licenses-and-inspections-clean-and-seal
licenses-and-inspections-commercial-activity-licenses
licenses-and-inspections-district-offices
licenses-and-inspections-inspections
licenses-and-inspections-service-requests
licenses-and-inspections-trade-licenses
licenses-and-inspections-violations
licenses-inspections-district-boundaries
li-clean-and-seals-visualization
li-complaints-visualization
lidar-and-las-data
l-i-district-offices
l-i-districts
li-imminently-dangerous-violations-visualization
li-inspections-visualization
li-open-unsafe-violations-visualization
li-trade-licenses-visualization
litter-index
litter-index-explained-video
li-violations-visualization
mail-in-voting-centers
major-watersheds
major-watersheds-regional
map-of-affordable-housing-production-fy13-fy16
map-of-health-centers
map-of-housing-counseling-agencies
map-of-percent-for-art-projects
map-of-philadelphia-esl-locations
map-of-philadelphia-register-properties
mapping-microfinance
mapping-phillys-gun-violence
monument-lab-map
municipal-code-and-city-charter
municipal-waste-operations
museum-of-art-art-after-5
museum-of-art-exhibitions
myphilly
neighborhood-advisory-committee
neighborhood-energy-centers
neighborhood-energy-centers-map
neighborhood-food-retail
neighborhood-food-retail-dataset
neighborhood-resources
no-thru-trucks-streets
not-in-philly
nowdata-noaa-online-weather-data
now-then-modern-and-historical-images-of-philadelphia
office-of-economic-opportunity-registration
online-campaign-finance-filing-system
online-citizens-guide
online-search-of-campaign-finances
opa-methodology-reports
opa-property-assessments
opa-property-assessments-visualization
open-contract-data-site
open-data-for-phillys-new-transit-system
openmaps
outdoor
outfalls
pa-department-of-transportation-crash-data
pa-high-resolution-tree-canopy
pa-legislative-districts-state-house-of-representatives-2001
pa-legislative-districts-state-house-of-representatives-2012
pa-legislative-districts-state-senate-2001
pa-legislative-districts-state-senate-2012
pa-legislative-districts-u-s-congressional-2001
pa-legislative-districts-u-s-congressional-2011
parking-locator
parking-meters-kiosk-inventory
parking-ticket-probabilities
parking-violations
parking-violations-visualization
parks-recreation-program-sites
patco-gtfs
paving-plans
pennsylvania-hospitals
pennypack-park-trail-map
percent-for-art-locations
pha-housing-sites
philadelphia-architects-and-buildings-project
philadelphia-artist-census-2018
philadelphia-base-maps
philadelphia-beverage-tax-registered-distributors-and-dealers
philadelphia-blueprint-map
philadelphia-business-dashboard
philadelphia-child-blood-lead-levels
philadelphia-covid-19-information
philadelphia-dance-calendar
philadelphia-dance-class-calendar
philadelphia-dance-directory
philadelphia-esl-english-as-a-second-language-class-locations
philadelphia-fire-department-facilities
philadelphia-food-access
philadelphia-historic-sites-and-districts-released-blogpost-1
philadelphia-historic-sites-and-districts-released-blogpost-2
philadelphia-hospitals
philadelphia-household-internet-assessment-survey
philadelphia-land-cover-raster
philadelphia-lobbying-information-system-plis
philadelphia-neighborhoods
philadelphia-parking-violations
philadelphia-pennsylvania-state-house-of-representatives-districts
philadelphia-pennsylvania-state-senate-districts
philadelphia-police-advisory-commission-complaints
philadelphia-police-complaint-archive
philadelphia-public-art-api
philadelphia-public-art-philart-net
philadelphia-registered-historic-districts
philadelphia-registered-historic-sites
philadelphia-tree-inventory
philadelphia-universities-and-colleges
philadelphia-vital-statistics-mortality-deaths
philadelphia-vital-statistics-natality-births
philadelphia-vital-statistics-population-metrics
philadelphia-vital-statistics-social-determinants-of-health-sdoh
philadelphia-voterapp
philadelphia-water-department-grants
philadox
philaplace
philly-address-supermap
philly-dance-spaces
philly-freight-finder
phillyfunguide
phillyhistory-org
philly-keyspot-locations
philly-rising-boundaries
phillytreemap
philly-ward-leaders
phl-crime-mapper-2
phl-heat-health-emergency-services
phl-language-services-usage
phlmaps
phl-maps
planning-analysis-sections
planning-districts
playstreets-locations
playstreets-program-information
police-activity-league-centers
police-complaints
police-districts
police-divisions
police-service-areas
police-stations
political-ward-divisions
political-ward-divisions-historic
political-wards
polling-places
pope-crimes
ppd-accountability-webpage
ppd-guided-tour-of-21st-century-policing
ppr-2015-tree-canopy-outlines-visualization
ppr-activity-finder-app
ppr-adult-exercise-equipment
ppr-building-structures
ppr-districts
ppr-hydration-stations
ppr-major-multiuse-trails
ppr-out-of-school-time-programs
ppr-permit-applications
ppr-permittable-space
ppr-picnic-sites
ppr-playgrounds
ppr-program-districts
ppr-properties
ppr-spraygrounds
ppr-swimming-pools
ppr-tennis-courts
ppr-tree-canopy
prep-providers
preservation-alliance-historic-inventories
press-release-on-2016-childhood-lead-poisoning-surveillence-report
prior-year-election-results
prison-releases
professional-services-contract-data
property-parcels
property-search
property-tax-balances-visualization
property-tax-delinquencies
property-tax-delinquencies-visualization
pssa-keystone-performance
public-property-listings-app
pwd-customer-calls
pwd-geotechnical-tests
pwd-monitoringlocations
pwd-sewersheds
pwd-stormwater-billing-parcels
qualified-voter-registry
railroad-lines
rain-barrels
rain-check-installation-sites
rain-gauges
real-estate-tax-delinquency-overview
real-estate-transfers
recyclebank-participation
recycling-diversion-rate
redevelopment-certified-areas
red-light-cameras
registered-community-gardens
registered-community-organizations
report-walkable-access-to-healthy-food
residency-waivers
residential-burglaries
residential-parking-permit-blocks
retrofitted-homes
riparian-buffers
rubbish-recycling-collection-boundary
ryan-white-hiv-treatment-centers
sanitation-areas
sanitation-convenience-centers
sanitation-districts
sat-scores-2001-2010
school-budget
school-dropout-rates-2004-2012
school-finder
school-information-data
school-performance-data
school-progress-report-data
schools
search-app-for-mwd-owned-businesses
seeclickfix-phila-only
septa-bus-and-rail-routes-and-times
septa-bus-and-trolley-location-api
septa-bus-detours
septa-gtfs
septa-locations-api
septa-mobile
septa-next-to-arrive
septa-real-time-locator
septa-regional-rail-transitview
septa-schedules
septa-sms-transit
septa-train-lateness
septa-transitview
septa-travel-alerts
sharps-drop-boxes
shooting-victims
shooting-victims-dashboard-ibgvr
shooting-victims-visualization
significant-update-to-citys-building-footprints-dataset-blogpost
smokefreephilly
snow-emergency-routes
soil-survey-philadelphia-county
speculative-monuments-for-philadelphia
storefront-improvement-grants
stormwater-billing-application
stormwater-credit-explorer
street-arterials
street-centerlines
street-centerlines-for-high-injury-network
street-centerlines-for-high-injury-network-2017-map
street-lane-closures
street-lane-closures-emergency-utility-network
street-lane-closures-pgw
street-legal-cards
street-legal-cards-app
street-name-alias-list
street-nodes
street-place-names
street-poles
streets-composite-layer
supporting-local-businesses
theatre-alliance-calendar
the-philly-crash-atlas
tobacco-free-school-zones
tobacco-retailer-density-caps
tobacco-retailer-permits
tobacco-youth-sales-violations-visualization
topographic-change-20th-century
topographic-contours
tornadoes-1950-2004
track-streets
traffic-count-viewer
traffic-crash-victims
traffic-districts
traffic-preventative-maintenance-districts
transit-riders-union-dashboard
treephilly
treephilly-program
urban-agriculture-projects
us-congressional-districts
using-predictive-modeling-to-prioritize-building-inspections
vacancy-viewer-application
vacant-lot-cleanups
vacant-property-indicators
vacant-property-indicators-percentage-by-block
valet-parking-locations
vehicle-pedestrian-investigations
vehicle-pedestrian-investigations-visualization
vehicular-crash-data
vending-prohibited-areas
vending-prohibited-streets
vending-special-districts
visualization-and-methodology-of-2020-high-injury-network
visualization-of-commercial-activity-licenses
visualization-of-fy2017-aggregate-city-payments
visualization-of-fy2017-detailed-city-payments
visualization-of-people-released-in-2015
visualization-of-real-estate-transfers
visualizing-indego-bike-share-usage-patterns-in-philadelphia
visualizing-neighborhood-change
vital-statistics-dashboard
voter-turnout
walk-score-phila-only
waste-recycling-and-donation-centers-app
watercourses-designated-for-prote
water-inlets
water-inlets-visualization
west-philadelphia-promise-zone
weworkinphilly
wic-offices
wire-waste-baskets
world-meeting-of-families-authorized-vehicle-route
world-meeting-of-families-secure-perimeter
world-meeting-of-families-secure-vehicle-perimeter
world-meeting-of-families-traffic-box
zero-waste-and-litter-cabinet-releases-citywide-litter-index-2018
zillow-phila-only
zip-codes
zoning-base-districts
zoning-overlays
zoning-steep-slope-protection-area
