result
2012-2014-crime-incidents-part-i-ii
2013-2015-philadelphia-child-blood-lead-levels-by-census-tract-map
2015-childhood-lead-poisoning-surveillance-report
2015-philadelphia-child-blood-lead-levels-by-zip-map
2016-assessment-of-fair-housing-report-by-the-city-of-philadelphia-and-the-philadelphia-housing
2016-blogpost-on-release-of-community-health-explorer
2016-childhood-lead-poisoning-surveillance-report
2017-litter-index-data
2018-ppr-districts
311-requests-visualization
311-service-and-information-requests
active-residential-parking-permits-by-district
act-test-scores
a-data-snapshot-of-reentry-and-recidivism-in-philadelphia
advancing-education-safely-covid-testing
aerial-photography
air-management-services-resources
air-monitoring-stations
air-quality-index-days
ambulatory-surgical-centers
ams-latest-air-quality-sensor-readings
analytics-phila-gov
apply-for-a-rental-license
app-search-registered-distributors
archived-2015-litter-index
arrests
atlas-13
background-on-nacs
bail
big-belly-collections
big-belly-waste-bins
bike-network
bike-network-map-2019
bike-network-supporting-datasets
bike-share-stations
bikes-lanes-in-philly
biz-security-camera-program-grants
blogpost-1
blogpost-10
blogpost-12
blogpost-13
blogpost-14
blogpost-15
blogpost-16
blogpost-17
blogpost-18
blogpost-19
blogpost-2
blogpost-20
blogpost-21
blogpost-3
blogpost-4
blogpost-5
blogpost-6
blogpost-8
blogpost-9
blogpost-a-new-way-to-access-property-records
blogpost-get-ready-to-vote
blogpost-on-initial-release-of-city-payments-data
blogpost-on-language-usage-dashboard
blogpost-on-mapping-philadelphias-urban-forest
blogpost-on-release-of-li-datasets-8
blogpost-on-streams-and-district-boundaries-data-released
blogpost-on-youth-sales-violations
boat-launches
bridge-locations
building-demolitions
building-energy-visualization
buildings
bullet-voting-in-philadelphia-2015
business-technical-resources-finder-app
business-technical-support-resources
buy-fresh-buy-local-pa
campaign-finance-dashboard
campaign-finance-reports
candidates
case-length
case-outcomes
census-block-groups
census-blocks
census-tracts
center-city-business-improvement-district
center-city-district-police-boundary
certified-for-rental-suitability
charges
child-blood-lead-levels-by-census-tract
child-blood-lead-levels-by-zip-code
childcare-map
child-care-search
choice-neighborhoods
circuit-map
citybudget
city-council-districts
city-employee-earnings
city-employee-salaries-overtime-visualization
city-facilities-master-facilities-database
city-landmarks
city-landmarks-feedback-map
city-limits
city-of-philadelphia-s-municipal-energy-use-dashboard
city-owned-bridges
city-owned-vacant-property
city-payments
city-plan-boundary
city-registered-local-businesses
civil-service-career-info
civil-service-positions-details
clean-phl-searchable-map-and-website
clean-plates-restaurant-health-inspections
clip-exterior-violation-cleanups
code-violation-notices
combined-sewer-service-area
commercial-corridors
commodity-contract-context-visualization
commodity-contract-data
community-compost-network-site
community-health-assessment
community-health-assessment-reports
community-health-explorer-interactive-visualization
community-services
complete-street-types
condom-distribution-sites
connecting-philadelphia-report
connections-2035-major-regional-transportation-projects
correctional-facilities
councilmatic
courts
covid-19-testing-sites-locator-app
covid-19-test-sites
covid-19-vaccinations-dashboard
covid-cases
covid-cumulative-historical-data
covid-deaths
covid-hospitalizations
covid-vaccinations
craigslist-all-housing-phila-only
craigslist-all-jobs-phila-only
craigslist-for-sale-wanted-phila-only
crash-points
crime-incidents
crime-incidents-visualization
curb-edges
current-air-quality-in-philadelphia
da-dashboard-arrests
da-dashboard-bail
da-dashboard-case-length
da-dashboard-case-outcomes
da-dashboard-charges
da-dashboard-future-years-incarceration
da-dashboard-future-years-supervision
da-dashboard-incidents
dams
delaware-river-basin-2070-land-cover-forecast
demolitions-visualization
department-of-records-easement
digital-elevation-model-dem
district-employees-and-finance-district-budget
drb-high-resolution-land-cover
drink-philly-happy-hour-specials
duplicate_bullet-voting-in-philadelphia-2015_e1b1d0b6-229c-4490-9f74-76e47df30168
duplicate_greater-philadelphia-geohistory-network
duplicate_historical-deed-index_68a8e8f2-d187-4090-96c9-879621685f8d
duplicate_historic-street-name-index_c6edbfba-96d9-4fbd-b294-0d17ea1885eb
duplicate_pennypack-park-trail-map_45ac28d4-ea0c-4280-9929-631ec580746b
duplicate_philadelphia-institution-network_a340e53f-2920-4330-b58c-267f96f6f3c4
duplicate_professional-services-contract-data_76a0da64-e871-492b-992c-9150eb046aaa
duplicate_real-estate-tax-look-up_1ce19dfb-1f89-4ca3-ab35-133646d250c2
dvrpc-s-connections-2040-choices-voices
dvrpc-s-equity-through-access-map-toolkit
economic-opportunity-plan
elected-committeepeople
election-board-who-worked-on-election-day
election-results-database
employee-earnings-blogpost
employee-salaries-overtime
empowerment-zones
enterprise-zones
explore-data-on-philadelphias-returning-citizens-blogpost
exterior-condition-map
farmers-markets-locations
fatal-crashes
fault-lines-and-topographic-change
fema-flood-plain
flickr-phila-only
flood-hazard-zone-lines
flu-shot-clinic-schedule-and-locations
foobooz-events
foobooz-reviews
food-fit-philly
food-retail-online-resource-gallery
forgivable-loan-program
free-library-of-philadelphia-rss-feeds
full-opa-and-revenue-recordset
future-years-of-incarceration
future-years-of-supervision
get-a-building-permit
gophillygo
go-share-a-bike-blogpost
greater-philadelphia-geohistory-network
greatschools-phila-only
green-infrastructure-constructed-project-polygons
green-stormwater-infrastructure-gsi-planning-parcels
