Title,Alternative Title,Description,notes,dimensions,scale,Language,Creator,Publisher,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Information,Download,Image,Manifest,Identifier,ID,Access Rights,Provider,Code,Is Part Of,Member Of,Accrual Method,Date Accessioned,Rights,Resource Class,Format,Date Added,Collection Name,Set,City,State,Country,Continent,Region,coordinates
Curtice's revised atlas of the city of St. Paul.,Curtice's revised atlas of the city of St. Paul.,,,52 centimeters,,English,,"H.M. Smyth Printing Co., under the direction and supervision of C.L. Annan (St. Paul, Minnesota), 1908",,Real Property Minnesota Saint Paul Maps|Saint Paul (Minn.) Maps,1908,,,https://umedia.lib.umn.edu/item/p16022coll245:850,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll245/id/850/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll245/id/850,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll245/850/manifest.json,U|M|N|_|A|L|M|A|:|9|9|2|5|5|3|3|1|2|0|0|0|1|7|0|1,p16022coll245:850,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2022-06-20T00:00:00Z,Minneapolis and St. Paul Maps and Atlases,p16022coll245,St. Paul,Minnesota,United States,North America,,
