result
1984-community-profiles-a-descriptive-picture-of-communities-in-allegheny-county
2010-census-block-groups
2010-census-blocks-with-geographic-codes-southwestern-pa
2010-census-tracts
2014-fema-flood-zones
2019-capital-budget-deliberation-survey-responses
2020-census-redistricting-data-extracts
211-requests
25-or-greater-slope
311-data
3rww-green-infrastructure-inventory
a41-o27-m19-gi-concept
a42-m29-m16-gi-concept
aced-allegheny-home-improvement-loan-program-ahilp
a-community-profile-of-pittsburgh-neighborhoods-1974
allegheny-county-2000-2010-census-tract-relationships
allegheny-county-911-dispatches-ems-and-fire
allegheny-county-addressing-address-points2
allegheny-county-addressing-street-centerlines
allegheny-county-air-quality
allegheny-county-asbestos-permit
allegheny-county-assets
allegheny-county-basin-outlines-map1
allegheny-county-beltway-system-street-centerlines1
allegheny-county-birth-outcomes
allegheny-county-blazed-trails-locations-public
allegheny-county-block-areas1
allegheny-county-boundary1
allegheny-county-building-footprint-locations1
allegheny-county-cell-tower-points1
allegheny-county-cemetery-outlines1
allegheny-county-census-block-groups-20161
allegheny-county-census-blocks-20161
allegheny-county-census-tracts-20161
allegheny-county-certified-mwdbe-businesses
allegheny-county-clean-indoor-air-act-exemptions
allegheny-county-commercial-vehicle-inspections
allegheny-county-council-districts1
allegheny-county-covid-19-tests-cases-and-deaths
allegheny-county-crash-data
allegheny-county-dam-locations2
allegheny-county-department-of-public-works-maintenance-district-boundaries2
allegheny-county-depression-medication
allegheny-county-dog-licenses
allegheny-county-economic-development-federal-grant-contractor-tracking
allegheny-county-elevated-blood-lead-level-rates
allegheny-county-employee-salaries
allegheny-county-energy-and-water-use
allegheny-county-farmers-markets-locations
allegheny-county-farmers-markets-locations-2017
allegheny-county-fast-food
allegheny-county-fatal-accidental-overdoses
allegheny-county-fire-districts
allegheny-county-food-facilities
allegheny-county-greenways
allegheny-county-harvested-data
allegheny-county-homewonership-and-rentals
allegheny-county-human-services-community-profiles
allegheny-county-hydrology-areas1
allegheny-county-hydrology-lines1
allegheny-county-illegal-dump-sites
allegheny-county-jail-daily-census
allegheny-county-kane-regional-center-census
allegheny-county-land-cover-areas1
allegheny-county-land-use-areas1
allegheny-county-magisterial-districts-outlines-20151
allegheny-county-major-rivers1
allegheny-county-map-index-grid1
allegheny-county-mortality-indicators
allegheny-county-mortgage-foreclosure-records
allegheny-county-municipal-boundaries1
allegheny-county-municipal-land-use-ordinances
allegheny-county-obesity-rates
allegheny-county-owned-bridges-centerlines2
allegheny-county-owned-bridges-points1
allegheny-county-owned-roads-centerlines1
allegheny-county-pa-house-of-representative-districts
allegheny-county-parcel-boundaries1
allegheny-county-park-facilities
allegheny-county-park-features
allegheny-county-park-rangers-outreach
allegheny-county-parks-outlines1
allegheny-county-pa-senate-districts
allegheny-county-pennsylvania-house-of-representatives-district-boundaries1
allegheny-county-pennsylvania-senate-district-boundaries1
allegheny-county-pennsylvania-u-s-legislative-congressional-district-boundaries
allegheny-county-plumbers
allegheny-county-polling-place-locations-may-2017
allegheny-county-polling-place-locations-may-20182
allegheny-county-polling-place-locations-may-20191
allegheny-county-polling-place-locations-november-20141
allegheny-county-polling-place-locations-november-20151
allegheny-county-polling-place-locations-november-2016
allegheny-county-polling-place-locations-november-20171
allegheny-county-polling-place-locations-november-20181
allegheny-county-poor-condition-residential-parcel-rates
allegheny-county-primary-care-facilities
allegheny-county-private-schools-locations1
allegheny-county-property-assessment-appeals
allegheny-county-public-building-locations1
allegheny-county-public-schools-local-education-agency-leas-locations1
allegheny-county-public-swimming-pool-hot-tub-and-spa-inspections
allegheny-county-restaurant-food-facility-inspection-violations
allegheny-county-school-district-boundaries1
allegheny-county-smoking-rates
allegheny-county-snow-route-centerlines-2018-20191
allegheny-county-soil-type-areas1
allegheny-county-supermarkets-convenience-stores
allegheny-county-tax-liens-filed-and-satisfied
allegheny-county-tif-boundaries1
allegheny-county-tif-exclusions1
allegheny-county-tobacco-vendors
allegheny-county-traffic-counts
allegheny-county-trails-locations1
allegheny-county-voting-district-2015-web-map
allegheny-county-voting-district-2016-web-map
allegheny-county-voting-district-boundaries1
allegheny-county-voting-district-boundaries-fall-2016-spring-2017
allegheny-county-voting-district-boundaries-spring-2015-spring-2016
allegheny-county-voting-district-boundaries-spring-2017-present
allegheny-county-voting-district-boundaries-ward-district-labels1
allegheny-county-walk-scores
allegheny-county-watershed-boundaries1
allegheny-county-weights-and-measures-inspections
allegheny-county-wic-vendor-locations1
allegheny-county-wooded-area-boundaries1
allegheny-land-trust-greenprint
allegheny-land-trust-public-properties
anxiety
arrest-data
a-schools-report-to-the-community-raw-data
autonomous-vehicle-survey-of-bicyclists-and-pedestrians
baldwin-borough-monthly-revenue-and-expenses
ballfields-pgh
baum-center-zoning-overlay2
beaver-county-crash-data
bigburgh-social-service-listings
bike-rack-locations-downtown-pittsburgh
borough-boundary
budget-2011-2013
building-footprints
business-contractors-trades
butler-county-crash-data
campaign-finance-contributions
capital-budget-deliberative-forum-survey
capital-projects
