ID,Code,Title,Publisher,Spatial Coverage,Member Of,Identifier
geohive,geohive,Ireland GeoHive,Ireland GeoHive,Ireland,tbd,https://production-geohive.hub.arcgis.com/api/feed/dcat-us/1.1.json
