result
1984-community-profiles-a-descriptive-picture-of-communities-in-allegheny-county
2010-census-block-groups
2010-census-blocks-with-geographic-codes-southwestern-pa
2010-census-tracts
2014-fema-flood-zones
2019-capital-budget-deliberation-survey-responses
2020-census-redistricting-data-extracts
211-requests
25-or-greater-slope
311-data
3rww-green-infrastructure-inventory
a41-o27-m19-gi-concept
a42-m29-m16-gi-concept
aced-allegheny-home-improvement-loan-program-ahilp
a-community-profile-of-pittsburgh-neighborhoods-1974
allegheny-county-2000-2010-census-tract-relationships
allegheny-county-911-dispatches-ems-and-fire
allegheny-county-addressing-address-points2
allegheny-county-addressing-data-model
allegheny-county-addressing-landmarks3
allegheny-county-addressing-street-centerlines
allegheny-county-air-quality
allegheny-county-asbestos-permit
allegheny-county-assets
allegheny-county-basin-outlines-map
allegheny-county-beltway-system-street-centerlines
allegheny-county-birth-outcomes
allegheny-county-block-areas
allegheny-county-boundary
allegheny-county-building-footprint-locations
allegheny-county-cell-tower-points
allegheny-county-cemetery-outlines
allegheny-county-census-block-groups-2016
allegheny-county-census-blocks-2016
allegheny-county-census-blocks-2021
allegheny-county-census-tracts-2016
allegheny-county-certified-mwdbe-businesses
allegheny-county-clean-indoor-air-act-exemptions
allegheny-county-commercial-vehicle-inspections
allegheny-county-conservatorship-filings
allegheny-county-council-districts
allegheny-county-covid-19-tests-cases-and-deaths
allegheny-county-covid-19-vaccinations
allegheny-county-crash-data
allegheny-county-dam-locations2
allegheny-county-department-of-public-works-maintenance-district-boundaries2
allegheny-county-depression-medication
allegheny-county-dog-licenses
allegheny-county-economic-development-federal-grant-contractor-tracking
allegheny-county-elevated-blood-lead-level-rates
allegheny-county-employee-salaries
allegheny-county-energy-and-water-use
allegheny-county-farmers-markets-locations
allegheny-county-farmers-markets-locations-2017
allegheny-county-fast-food
allegheny-county-fatal-accidental-overdoses
allegheny-county-fire-districts
allegheny-county-food-facilities
allegheny-county-greenways
allegheny-county-homewonership-and-rentals
allegheny-county-human-services-community-profiles
allegheny-county-hydrology-areas
allegheny-county-hydrology-lines
allegheny-county-illegal-dump-sites
allegheny-county-jail-daily-census
allegheny-county-kane-regional-center-census
allegheny-county-land-cover-areas
allegheny-county-land-use-areas
allegheny-county-magisterial-districts-outlines
allegheny-county-major-rivers
allegheny-county-map-index-grid
allegheny-county-mortality-indicators
allegheny-county-mortgage-foreclosure-records
allegheny-county-municipal-boundaries
allegheny-county-municipal-land-use-ordinances
allegheny-county-obesity-rates
allegheny-county-owned-bridges-centerlines2
allegheny-county-owned-bridges-points
allegheny-county-owned-roads-centerlines
allegheny-county-pa-house-of-representative-districts
allegheny-county-parcel-boundaries1
allegheny-county-park-features
allegheny-county-park-rangers-outreach
allegheny-county-parks-outlines
allegheny-county-pa-senate-districts
allegheny-county-pennsylvania-house-of-representatives-district-boundaries
allegheny-county-pennsylvania-senate-district-boundaries
allegheny-county-pennsylvania-u-s-legislative-congressional-district-boundaries
allegheny-county-plumbers
allegheny-county-plumbing-inspections
allegheny-county-poor-condition-residential-parcel-rates
allegheny-county-primary-care-facilities
allegheny-county-private-schools-locations
allegheny-county-property-assessment-appeals
allegheny-county-public-building-locations
allegheny-county-public-schools-local-education-agency-leas-locations
allegheny-county-public-swimming-pool-hot-tub-and-spa-inspections
allegheny-county-restaurant-food-facility-inspection-violations
allegheny-county-school-district-boundaries
allegheny-county-smoking-rates
allegheny-county-soil-type-areas
allegheny-county-supermarkets-convenience-stores
allegheny-county-tax-liens-filed-and-satisfied
allegheny-county-tif-boundaries
allegheny-county-tif-exclusions
allegheny-county-tobacco-vendors
allegheny-county-traffic-counts
allegheny-county-trails-locations
allegheny-county-voting-district-2015-web-map
allegheny-county-voting-district-2016-web-map
allegheny-county-voting-district-boundaries
allegheny-county-voting-district-boundaries-ward-district-labels
allegheny-county-walk-scores
allegheny-county-watershed-boundaries
allegheny-county-weights-and-measures-inspections
allegheny-county-wic-vendor-locations
allegheny-county-wooded-area-boundaries
allegheny-county-zip-code-boundaries2
allegheny-land-trust-greenprint
allegheny-land-trust-public-properties
all-in-allegheny-community-survey
anxiety
applications-for-development-accd
arrest-data
a-schools-report-to-the-community-raw-data
autonomous-vehicle-survey-of-bicyclists-and-pedestrians
baldwin-borough-monthly-revenue-and-expenses
ballfields-pgh
baum-center-zoning-overlay2
beaver-county-crash-data
bigburgh-social-service-listings
bike-rack-locations-downtown-pittsburgh
borough-boundary
building-footprints
business-contractors-trades
butler-county-crash-data
campaign-finance-contributions
capital-budget-deliberative-forum-survey
capital-projects
childhood-asthma-healthcare-utilization
city-council-districts-2012
city-designated-historic-districts
city-designated-individual-historic-sites
city-of-pittsburgh-bridges
city-of-pittsburgh-building-permit-summary
city-of-pittsburgh-courts
city-of-pittsburgh-facilities
city-of-pittsburgh-markings
city-of-pittsburgh-property-tax-delinquency
city-of-pittsburgh-public-art
city-of-pittsburgh-retaining-walls
city-of-pittsburgh-signalized-intersections
city-of-pittsburgh-speed-humps
city-owned-properties
