result
city-owned-property
city-pittsburgh-operating-budget
city-pools
city-property-tax-abatements
city-revenues-and-expenses
city-steps
city-traffic-signs
city-treasury-sales
city-trees
city-water-features
clp-public-wifi
combined-sewershed
condemned-properties
covid-19-resources
current-bike-availability-by-station
daily-community-center-attendance
data-protected-bike-lanes-oct-2019
department-of-public-works-street-divisions
diabetes
diabetes-hyperlipidemia-comorbidity
diabetes-hypertension-comorbidity
diabetes-hypertension-hyperlipidemia-comorbidity
dpw-environmental-services-divisions
dpw-park-maintenance-divisions
election-results
emergency-medical-service-districts
emissions-inventory
environmental-justice-census-tracts
envision-downtown-public-space-public-life-survey
field-listings
filed-property-assessment-appeals
fire-districts
fire-incidents-in-city-of-pittsburgh
fire-zones
geocoders
geos-cf-atmospheric-composition-forecast
green-infrastructure-projects
green-infrastructure-siting-and-cost-effectiveness-analysis
greenways
grow-pittsburgh-food-gardens
healthyride-stations
healthyride-trip-data
hospitals
housing-and-community-environment-inspections
housing-choice-vouchers-housing-authority-of-the-city-of-pittsburgh
housing-indicators
http-alcogis-maps-arcgis-com-apps-webappviewer-index-html-id-b4b1dbb65b4943538425bb5ae0f8f62b
https-data-wprdc-org-dataset-organization-city-of-pittsburgh
http-truetime-prt-org-bustime-home-jsp
hyperlipidemia
hypertension
hypertension-hyperlipidemia-comorbidity
implemented-stormwater-control-measures-accd-points
kingsley-house-membership-and-occupation-data-1920-1926
landslide-prone-areas
landslides
lego-diorama-images
libraries
lobbyist-activity
lots-to-love
magisterial-district-judges-office-locations
make-my-trip-count-2015
market-value-analysis-2021
market-value-analysis-allegheny-county-economic-development
market-value-analysis-urban-redevelopment-authority
median-age-death
metered-streets-pittsburgh-parking-authority
movepgh-project-map
municipal-building-energy-usage
neighborhoods2
neighborhoods-with-snap-data
non-traffic-citations
north-side-commercial-parking-zoning-overlay
officer-training
on-road-bicycle-pavement-markings
operations-green-spaces
pacrels
parcel-centroids-in-allegheny-county-with-geographic-identifiers
parking-data-dashboard
parking-meters-pittsburgh-parking-authority
parking-purchases
parking-reduction-zoning-overlay
parking-transactions
parks
parks1
parks-open-space-plan-transition-data
particulate-matter-2-5
paving-schedule
pbp-fire-arm-seizures
pediatric-and-primary-care-emergency-department-and-primary-care-visits
permitted-shelters
pgh
pghodsteps
pittsburgh-2014-cdbg-block-groups
pittsburgh-2014-cdbg-census-tracts
pittsburgh-american-community-survey-2014-miscellaneous-data
pittsburgh-american-community-survey-2015-miscellaneous-data
pittsburgh-american-community-survey-2015-school-enrollment
pittsburgh-american-community-survey-census-data
pittsburgh-american-community-survey-data-household-types
pittsburgh-beautify-the-burgh
pittsburgh-bridges
pittsburgh-city-boundary
pittsburgh-city-council-district-map
pittsburgh-dpw-divisions
pittsburgh-fish-fry-map
pittsburgh-index-map
pittsburgh-international-airport-scheduled-passenger-traffic
pittsburgh-internet-service-providers-by-block-june-2016
pittsburgh-map
pittsburgh-neighborhood-atlas-1977
pittsburgh-neighborhoods
pittsburgh-parking-authority-meter-areas
pittsburgh-parking-meters-and-payment-points
pittsburgh-pli-violations-report
pittsburgh-public-school-locations
pittsburgh-public-schools-enrollment
pittsburgh-public-schools-feeder-pattern-attendance-boundaries
pittsburgh-public-schools-individualized-education-plan-iep
pittsburgh-steps
pittsburgh-tenement-housing
pittsburgh-wards-map
pittsburgh-watersheds
planning-sectors
playground-equipment
playgrounds
playing-fields
pli-permits
pogoh-trip-data
police-civil-actions
police-community-outreach
police-incident-blotter
police-sectors
police-zones
polling-places-for-allegheny-county-elections-current
port-authority-monthly-average-on-time-performance-by-route
pre-1950-housing
pre-2018-dpw-divisions
profiles-data
project-budgets
property-assessments
property-data-with-geographic-identifiers
prt-current-transit-routes
prt-monthly-average-ridership-by-route
prt-of-allegheny-county-transit-stops
prt-park-and-rides
prt-scheduled-trip-counts
prt-schedule-period-lookup
prt-transit-stop-usage
publically-available-properties
public-wifi-locations
public-works-block-party-summary
real-estate-sales
redlining-maps-from-the-home-owners-loan-corporation
regional-park-n-ride-facilities-web-inventory
residential-permit-parking-program-areas
right-of-way-permits
riverfront-zoning-overlay
sanitary-sewer-infrastructure
shape-files-for-bikepgh-s-pittsburgh-bike-map
sheriff-sales
sidewalk-to-street-walkability-ratio
signs
smart-streetlight-rfi-responses
smart-trash-containers
snowevents-1819
snow-plow-activity-2015-2016
state-of-aging-in-allegheny-county-survey
station-locations
storm-sewer-infrastructure
street-closures
summer-meal-sites
synthetic-integrated-services-data
test-pgh-today-vacancy-rate-housing
toxic-release-inventory
traffic-count-data-city-of-pittsburgh
undermined-areas
uniform-crime-reporting-data
uptown-ipod-zoning
vacant-addresses
wards
washington-county-crash-data
waste-recovery-locations
weekly-pennsylvania-covid-19-vaccinations-stats-archive
westmoreland-county-crash-data
wprdc-statistics
zone-and-lot-attributes
zoning
